Id,Layer,Path,CreatedDate,CreatedUser,CreatedUserId,ModifiedDate,ModifiedUser,ModifiedUserId,Title,Description,tenbenhvien,hinhthuctochuc,giayphep,ngaycap,diachi,quanhuyen,phuongxa,vitri,ghichu,dienthoai,chuyenmon
fb065e81-6d97-4ed2-9a1b-66ee3e90b9f7,ICTHCM_BENHVIEN,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_benhvien/91dc2736-cc20-49db-aac4-81fc1459d27f,2023-08-07T02:53:02.000Z,admin,2,2023-08-07T02:53:02.000Z,admin,2,Bệnh viện Thẩm mỹ Kim Hospital,dataexport_8_7_2023_9_11 am.xlsx,Bệnh viện Thẩm mỹ Kim Hospital,,,0001-01-01T00:00:00Z,"31 Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1",,,"{""type"":""Point"",""coordinates"":[106.697602,10.786344]}",,,
6fe1f327-75e3-42d7-9a04-a10285ecead9,ICTHCM_BENHVIEN,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_benhvien/3c65cf0e-ace8-46b0-b222-b31a4a61ae22,2023-08-07T02:53:05.000Z,admin,2,2023-08-07T02:53:05.000Z,admin,2,Bệnh viện Mắt Quốc tế Hoàn Mỹ Sài Gòn,dataexport_8_7_2023_9_11 am.xlsx,Bệnh viện Mắt Quốc tế Hoàn Mỹ Sài Gòn,,,0001-01-01T00:00:00Z,"27 Kỳ Đồng, Phường 9, Quận 3",,,"{""type"":""Point"",""coordinates"":[106.681387,10.781037]}",,,
914c661d-db75-4e1c-9283-f4c64877d33e,ICTHCM_BENHVIEN,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_benhvien/f7546bbb-1b66-414d-b889-a1d0a020be44,2023-08-07T02:53:08.000Z,admin,2,2023-08-07T02:53:08.000Z,admin,2,Bệnh viện FV,dataexport_8_7_2023_9_11 am.xlsx,Bệnh viện FV,,,0001-01-01T00:00:00Z,"06 đường Nguyễn Lương Bằng, phường Tân Phú, Quận 7",,,"{""type"":""Point"",""coordinates"":[106.719142,10.732873]}",,,
b538f327-f3ed-487b-8c9b-79aa979e87d4,ICTHCM_BENHVIEN,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_benhvien/b4116e76-0218-4f99-99ab-79c0b780b570,2023-08-07T02:53:09.000Z,admin,2,2023-08-07T02:53:09.000Z,admin,2,Bệnh viện Quận 12,dataexport_8_7_2023_9_11 am.xlsx,Bệnh viện Quận 12,,,0001-01-01T00:00:00Z,"111 đường TCH 21, phường Tân Chánh Hiệp, Quận 12",,,"{""type"":""Point"",""coordinates"":[106.632933170574,10.8635308252776]}",,,
0592dc5d-834b-43f8-9555-9a8510ece138,ICTHCM_BENHVIEN,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_benhvien/c0c379d0-38fe-4eec-ad7f-cafd716782e1,2023-08-07T02:53:09.000Z,admin,2,2023-08-07T02:53:09.000Z,admin,2,Bệnh viện Phụ Sản MêKông,dataexport_8_7_2023_9_11 am.xlsx,Bệnh viện Phụ Sản MêKông,,,0001-01-01T00:00:00Z,"243A-243B Hoàng Văn Thụ, Phường 1, Quận Bình Tân",,,"{""type"":""Point"",""coordinates"":[106.667293,10.80015]}",,,
0f408d22-7391-49aa-871d-a861ae9a7904,ICTHCM_BENHVIEN,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_benhvien/ce1df9f6-43c6-4d25-957f-c36fc158e97d,2023-08-07T02:53:13.000Z,admin,2,2023-08-07T02:53:13.000Z,admin,2,Bệnh viện CK Thẩm Mỹ Việt Mỹ,dataexport_8_7_2023_9_11 am.xlsx,Bệnh viện CK Thẩm Mỹ Việt Mỹ,,,0001-01-01T00:00:00Z,"331 Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1",,,"{""type"":""Point"",""coordinates"":[106.686354,10.762046]}",,,
620634c4-4c91-4d8b-8fc5-b16a782d4701,ICTHCM_BENHVIEN,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_benhvien/fd0657c1-2354-46b0-ae14-b829ce3b09e2,2023-08-07T02:53:15.000Z,admin,2,2023-08-07T02:53:15.000Z,admin,2,Bệnh viện Đa khoa Quốc Tế Anh Minh,dataexport_8_7_2023_9_11 am.xlsx,Bệnh viện Đa khoa Quốc Tế Anh Minh,,,0001-01-01T00:00:00Z,"15-16 Phan Văn Trị, Phường 5, Quận Gò Vấp",,,"{""type"":""Point"",""coordinates"":[106.690065,10.826219]}",,,
03c1b21b-e3d0-4588-925c-b3fa42a3e085,ICTHCM_BENHVIEN,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_benhvien/27deff3e-c7af-4fde-aba8-d6c7e6e57c0b,2023-08-07T02:53:17.000Z,admin,2,2023-08-07T02:53:17.000Z,admin,2,Bệnh viện Tâm Anh,dataexport_8_7_2023_9_11 am.xlsx,Bệnh viện Tâm Anh,,,0001-01-01T00:00:00Z,"2B Phổ Quang, Phường 2, QuậnTân Bình",,,"{""type"":""Point"",""coordinates"":[106.666972,10.802651]}",,,
11757ee0-06c9-447b-8496-56bdd2b0faa4,ICTHCM_BENHVIEN,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_benhvien/0ff77b34-3282-4bbc-a449-fb65a13d29b9,2023-08-07T02:53:20.000Z,admin,2,2023-08-07T02:53:20.000Z,admin,2,Bệnh viện Phụ Sản Quốc Tế Sài Gòn,dataexport_8_7_2023_9_11 am.xlsx,Bệnh viện Phụ Sản Quốc Tế Sài Gòn,,,0001-01-01T00:00:00Z,"63 Bùi Thị Xuân, Phường Pham Ngũ Lão, Quận 1",,,"{""type"":""Point"",""coordinates"":[106.688524,10.769839]}",,,
42827d88-2409-443c-b934-c51009dc9a1a,ICTHCM_BENHVIEN,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_benhvien/e19b7aa1-61d8-4dd6-87da-6be31f1751fb,2023-08-07T02:52:55.000Z,admin,2,2023-08-07T02:52:55.000Z,admin,2,Bệnh viện Hùng Vương,dataexport_8_7_2023_9_11 am.xlsx,Bệnh viện Hùng Vương,,,0001-01-01T00:00:00Z,"128 Hồng Bàng, Phường 12, Quận 5",,,"{""type"":""Point"",""coordinates"":[106.661825,10.755343]}",,,
4fe93e5b-085a-4c1a-9979-4c4c8b82849c,ICTHCM_BENHVIEN,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_benhvien/8eff1d01-05d8-4f09-a70e-3c6093ccd447,2023-08-07T02:52:56.000Z,admin,2,2023-08-07T02:52:56.000Z,admin,2,Bệnh viện Nhân Ái,dataexport_8_7_2023_9_11 am.xlsx,Bệnh viện Nhân Ái,,,0001-01-01T00:00:00Z,"43 Lam Sơn, Phường 5, Quận Phú Nhuận, TP.HCM",,,"{""type"":""Point"",""coordinates"":[106.688409,10.805483]}",,,
8c394fce-c2be-4d09-9eae-16ce01329f2b,ICTHCM_BENHVIEN,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_benhvien/5d87454d-3033-43e3-a201-9d72197b2c73,2023-08-07T02:52:53.000Z,admin,2,2023-08-07T02:52:53.000Z,admin,2,Bệnh viện đa khoa khu vực Hóc Môn,dataexport_8_7_2023_9_11 am.xlsx,Bệnh viện đa khoa khu vực Hóc Môn,,,0001-01-01T00:00:00Z,"65/2B đường Bà triệu, Thị trấn Hóc Môn, huyện Hóc Môn",,,"{""type"":""Point"",""coordinates"":[106.594111,10.882622]}",,,
96da1258-6b39-4099-afe0-1893f0bc8464,ICTHCM_BENHVIEN,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_benhvien/f4583678-8aed-4052-95e2-133b2f7b16c7,2023-08-07T02:53:27.000Z,admin,2,2023-09-12T03:54:07.000Z,so4t_01,326,Bệnh viện Từ Dũ,dataexport_8_7_2023_9_11 am.xlsx,Bệnh viện Từ Dũ,,,0001-01-01T00:00:00Z,"284 Cống Huỳnh, Phường Phạm Ngũ Lão, Quận 1",,,"{""type"":""Point"",""coordinates"":[106.689536,10.766188]}",,,
