Id,Layer,Path,CreatedDate,CreatedUser,CreatedUserId,ModifiedDate,ModifiedUser,ModifiedUserId,Title,Description,Name,dienthoai,diachi,thanhphoquanhuyen,phuongxa,vitritrenbando,donvi
d7de8085-68ad-4691-8980-abc71de3e211,ICTHCM_HCM_CUAHANGTIENLOI,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_hcm_cuahangtienloi/4750f181-b361-4840-bdfc-272a219d7ad1,2023-03-27T08:04:49.000Z,admin,2,2023-03-27T08:04:49.000Z,admin,2,Cửa Hàng Tiện Lợi Hà Anh,cuahangtienloi_vdms_covid19.xlsx,4750f181-b361-4840-bdfc-272a219d7ad1,,"Đường Tân Thới Hiệp 20, Phường Tân Thới Hiệp, Quận 12, Thành Phố Hồ Chí Minh",Quận 12,,"{""type"":""Point"",""coordinates"":[106.638709,10.857361]}",Cửa Hàng Tiện Lợi Hà Anh
cf15a55c-f2c5-4ead-8c7c-5e77702ddd46,ICTHCM_HCM_CUAHANGTIENLOI,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_hcm_cuahangtienloi/d2503842-d11f-4581-8903-637602c24b44,2023-03-27T07:58:09.000Z,admin,2,2023-03-27T07:58:09.000Z,admin,2,Family Mart,cuahangtienloi_vdms_covid19.xlsx,d2503842-d11f-4581-8903-637602c24b44,,"Galaxy9,  Đường Nguyễn Khoái, Phường 1, Quận 4, Thành Phố Hồ Chí Minh",Quận 4,,"{""type"":""Point"",""coordinates"":[106.694078,10.755468]}",Family Mart
0b7e46b1-d1d7-4c18-836a-66c6e64d7b25,ICTHCM_HCM_CUAHANGTIENLOI,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_hcm_cuahangtienloi/691f3e90-578d-4fbc-9fcf-58e585a343e4,2023-03-27T07:58:14.000Z,admin,2,2023-03-27T07:58:14.000Z,admin,2,Circle K,cuahangtienloi_vdms_covid19.xlsx,691f3e90-578d-4fbc-9fcf-58e585a343e4,,"13 Đường Tôn Đản, Phường 13, Quận 4, Thành Phố Hồ Chí Minh",Quận 4,,"{""type"":""Point"",""coordinates"":[106.707811,10.761576]}",Circle K
02cf2bf5-c668-4438-b221-c2e7f7fd931c,ICTHCM_HCM_CUAHANGTIENLOI,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_hcm_cuahangtienloi/9457d557-29cd-46a4-bb30-9268379c257e,2023-03-27T07:58:14.000Z,admin,2,2023-03-27T07:58:14.000Z,admin,2,VinMart,cuahangtienloi_vdms_covid19.xlsx,9457d557-29cd-46a4-bb30-9268379c257e,,"210 Đường Hồng Bàng, Phường 15, Quận 5, Thành Phố Hồ Chí Minh",Quận 5,,"{""type"":""Point"",""coordinates"":[106.654471457005,10.7539366110544]}",VinMart
ab91d704-1fe5-49aa-bf02-178edcf5f211,ICTHCM_HCM_CUAHANGTIENLOI,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_hcm_cuahangtienloi/430ba47d-bdc0-4d1d-8d8b-3c2e6a3840d0,2023-03-27T07:58:16.000Z,admin,2,2023-03-27T07:58:16.000Z,admin,2,Cửa Hàng Tiện Ích Vinmart+,cuahangtienloi_vdms_covid19.xlsx,430ba47d-bdc0-4d1d-8d8b-3c2e6a3840d0,,"87 Đường Xô Viết Nghệ Tĩnh, Phường 17, Quận Bình Thạnh, Thành Phố Hồ Chí Minh",Quận Bình Thạnh,,"{""type"":""Point"",""coordinates"":[106.70827,10.793758]}",Cửa Hàng Tiện Ích Vinmart+
1680b971-64e5-4062-9c61-85310916746c,ICTHCM_HCM_CUAHANGTIENLOI,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_hcm_cuahangtienloi/13ff76aa-4de0-4202-9169-238016d25c1c,2023-03-27T07:58:17.000Z,admin,2,2023-03-27T07:58:17.000Z,admin,2,FamilyMart,cuahangtienloi_vdms_covid19.xlsx,13ff76aa-4de0-4202-9169-238016d25c1c,,"918 Đường Nguyễn Trãi, Phường 14, Quận 5, Thành Phố Hồ Chí Minh",Quận 5,,"{""type"":""Point"",""coordinates"":[106.655443,10.752904]}",FamilyMart
e0da7e40-5d1a-40f0-b448-66092f97a55e,ICTHCM_HCM_CUAHANGTIENLOI,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_hcm_cuahangtienloi/5feb49a7-a999-4ede-b43d-47f5b4d56454,2023-03-27T07:58:18.000Z,admin,2,2023-03-27T07:58:18.000Z,admin,2,Cửa Hàng Shop & Go,cuahangtienloi_vdms_covid19.xlsx,5feb49a7-a999-4ede-b43d-47f5b4d56454,,"Đường Trần Hưng Đạo, Phường 14, Quận 5, Thành Phố Hồ Chí Minh",Quận 5,,"{""type"":""Point"",""coordinates"":[106.657745,10.752035]}",Cửa Hàng Shop & Go
c2ec24f0-a0a0-4378-9e5c-1a649b4f7dab,ICTHCM_HCM_CUAHANGTIENLOI,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_hcm_cuahangtienloi/8d965cc2-7b95-4f19-b9e1-fe5c23e57b68,2023-03-27T07:58:23.000Z,admin,2,2023-03-27T07:58:23.000Z,admin,2,Domy.vn,cuahangtienloi_vdms_covid19.xlsx,8d965cc2-7b95-4f19-b9e1-fe5c23e57b68,,"35 Đường Tân Hải, Phường 13, Quận Tân Bình, Thành Phố Hồ Chí Minh",Quận Tân Bình,,"{""type"":""Point"",""coordinates"":[106.6395,10.801032]}",Domy.vn
64c6b8ed-f9df-4db0-98ad-f339dea24656,ICTHCM_HCM_CUAHANGTIENLOI,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_hcm_cuahangtienloi/06d3975a-9e80-4715-aa6a-4357a54b574c,2023-03-27T07:58:29.000Z,admin,2,2023-03-27T07:58:29.000Z,admin,2,Cửa Hàng Tiện Ích VinMart,cuahangtienloi_vdms_covid19.xlsx,06d3975a-9e80-4715-aa6a-4357a54b574c,,"104 Đường Trần Bình Trọng, Phường 1, Quận 5, Thành Phố Hồ Chí Minh",Quận 5,,"{""type"":""Point"",""coordinates"":[106.681677,10.755004]}",Cửa Hàng Tiện Ích VinMart
8e5d9a89-17f6-4483-bdaa-cbdb327eb619,ICTHCM_HCM_CUAHANGTIENLOI,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_hcm_cuahangtienloi/52481f3d-2341-4f7f-9e92-a6a3b831d3dc,2023-03-27T07:58:29.000Z,admin,2,2023-03-27T07:58:29.000Z,admin,2,Mini Stop,cuahangtienloi_vdms_covid19.xlsx,52481f3d-2341-4f7f-9e92-a6a3b831d3dc,,"Đường D2, Phường 25, Quận Bình Thạnh, Thành Phố Hồ Chí Minh",Quận Bình Thạnh,,"{""type"":""Point"",""coordinates"":[106.7159,10.805319]}",Mini Stop
44bb8626-66cd-4689-942e-5ab4d41704bf,ICTHCM_HCM_CUAHANGTIENLOI,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_hcm_cuahangtienloi/694c96aa-1457-49f3-ae33-af6bb9cb3caf,2023-03-27T07:59:10.000Z,admin,2,2023-03-27T07:59:10.000Z,admin,2,Cửa Hàng Tiện Ích VinMart,cuahangtienloi_vdms_covid19.xlsx,694c96aa-1457-49f3-ae33-af6bb9cb3caf,,"24A Đường Ấp Bắc, Phường 13, Quận Tân Bình, Thành Phố Hồ Chí Minh",Quận Tân Bình,,"{""type"":""Point"",""coordinates"":[106.641562,10.801193]}",Cửa Hàng Tiện Ích VinMart
54672c48-0b6e-4a26-8adb-d6a34b531853,ICTHCM_HCM_CUAHANGTIENLOI,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_hcm_cuahangtienloi/9e2fa47f-8e18-44de-a43a-ebd0eae86d8f,2023-03-27T07:59:19.000Z,admin,2,2023-03-27T07:59:19.000Z,admin,2,B`s Mart - Cửa Hàng Trần Bình Trọng,cuahangtienloi_vdms_covid19.xlsx,9e2fa47f-8e18-44de-a43a-ebd0eae86d8f,,"125 Đường Trần Bình Trọng, Phường 2, Quận 5, Thành Phố Hồ Chí Minh",Quận 5,,"{""type"":""Point"",""coordinates"":[106.68093,10.756999]}",B`s Mart - Cửa Hàng Trần Bình Trọng
96b4b1fd-747e-4310-bb79-ad5344a48eaf,ICTHCM_HCM_CUAHANGTIENLOI,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_hcm_cuahangtienloi/64c8551c-05d1-497f-9691-0a5be9517b17,2023-03-27T07:59:21.000Z,admin,2,2023-03-27T07:59:21.000Z,admin,2,Cửa Hàng Tiện Ích VinMart,cuahangtienloi_vdms_covid19.xlsx,64c8551c-05d1-497f-9691-0a5be9517b17,,"113 Đường Bùi Hữu Nghĩa, Phường 7, Quận 5, Thành Phố Hồ Chí Minh",Quận 5,,"{""type"":""Point"",""coordinates"":[106.674653,10.753847]}",Cửa Hàng Tiện Ích VinMart
3cc0bcd8-3b08-4085-afc8-bfcc0bc3e58e,ICTHCM_HCM_CUAHANGTIENLOI,/root/vdms/tangthu/data/gisp/icthcm/customdata/icthcm_hcm_cuahangtienloi/d8a5058c-5842-439c-8cf1-54afbb5aa039,2023-03-27T07:59:28.000Z,admin,2,2023-03-27T07:59:28.000Z,admin,2,Cửa Hàng Tiện Ích Vinmart+,cuahangtienloi_vdms_covid19.xlsx,d8a5058c-5842-439c-8cf1-54afbb5aa039,,"A65 Đường Bạch Đằng, Phường 2, Quận Tân Bình, Thành Phố Hồ Chí Minh",Quận Tân Bình,,"{""type"":""Point"",""coordinates"":[106.669565,10.816197]}",Cửa Hàng Tiện Ích Vinmart+
